id,total_articles_read
4833,482.7545493593222
4834,791.0904678591439
4835,1215.3241589577988
4836,1522.198668941661
4837,1583.1292824250015
4838,1346.2245615155548
4839,1596.287654241696
4840,1667.0925158053064
4841,1457.9497624432768
4842,1362.2456512076565
4843,1473.877691624016
4844,1632.9748110217045
4845,1629.0563596909565
4846,1601.2139387138875
4847,1497.2894369530798
4848,1249.4377350365955
4849,1038.859622589693
4850,730.3300433387996
4851,471.8089863171371
4852,243.08782651971376
4853,27.588215594300653
4854,-77.87093111912891
4855,52.50960484321311
4856,261.81209465330477
4857,472.257120301907
4858,780.663998025813
4859,1205.024686007818
4860,1511.8005943322796
4861,1572.6969674142501
4862,1335.8032608770513
4863,1585.9723788771257
4864,1656.8889527867336
4865,1447.661347755796
4866,1351.8332984554934
4867,1463.4216446339422
4868,1622.4894167798511
4869,1618.6777483404028
4870,1590.9925202878712
4871,1487.0448495424714
4872,1238.9993407413924
4873,1028.5090014414186
4874,720.0680910058339
4875,461.60809783472155
4876,232.99988235340868
4877,17.491671349565266
4878,-88.09789325844103
4879,42.2200892024351
4880,251.46387075864325
4881,461.90753685306447
4882,770.3833431262411
4883,1194.8672412450162
4884,1501.547829793246
4885,1562.4112274766264
4886,1325.5283821109338
4887,1575.80039493783
4888,1646.825372345311
4889,1437.5157656692986
4890,1341.5678528455062
4891,1453.1140647886748
4892,1612.1535999382309
4893,1608.4455589828992
4894,1580.9127887126315
4895,1476.9428650418713
4896,1228.7098119280672
