id,total_articles_read
4728,1713.6739010754936
4729,1646.1187680579505
4730,1565.950817748268
4731,1472.0893410895148
4732,1417.4724164850477
4733,1341.5880781382327
4734,1303.1748210361518
4735,1299.597228253718
4736,1318.6100176944287
4737,1341.822824158134
4738,1385.401192347654
4739,1465.4464004771507
4740,1549.0679365449994
4741,1607.9299137295534
4742,1686.7793681683318
4743,1806.937426382651
4744,1826.5865422210884
4745,1883.0740065939651
4746,1939.2156015733924
4747,1964.6159315498853
4748,1925.663468095497
4749,1891.232673777025
4750,1873.9010059775524
4751,1793.1795192754369
4752,1707.1880107176387
4753,1642.4328674104643
4754,1540.0088616398248
4755,1455.0830273639688
4756,1397.3255024836885
4757,1350.5611431671064
4758,1324.8775551259948
4759,1299.2345140624411
4760,1320.2010725375264
4761,1340.9641441352742
4762,1376.3497645274642
4763,1442.5415543782717
4764,1546.8209271487326
4765,1592.120485217649
4766,1676.3814302302317
4767,1772.836309724437
4768,1856.7228322209487
4769,1875.792599206507
4770,1901.4387119875255
4771,1957.2764314222964
4772,1911.724242190147
4773,1879.8888421828935
4774,1852.8808344969448
4775,1782.5956128439323
4776,1691.1078001323563
4777,1615.0114075167537
4778,1546.3973875467996
4779,1477.307440318446
4780,1396.4299231091059
4781,1358.1346263148002
4782,1304.564792111837
4783,1285.9456017638524
4784,1302.1718043566416
4785,1345.3199766682776
4786,1378.1260987826151
4787,1437.1781131551368
4788,1526.7643493731514
4789,1617.0469076843008
4790,1670.3346781963965
4791,1739.7439367924133
4792,1848.5700536909192
4793,1852.3475621754692
4794,1888.07753968901
4795,1923.1538453014361
4796,1923.059032981129
4797,1867.3880331914766
4798,1818.2392091785612
4799,1782.8538996332877
4800,1700.7906007118804
4801,1610.135655019394
4802,1546.791346384041
4803,1450.883337915345
4804,1380.0602157098406
4805,1339.1758744207566
4806,1312.890414819124
4807,1303.590902280416
4808,1300.882642151489
4809,1341.9213138281339
4810,1384.53078534494
4811,1429.1959990612347
4812,1501.2912669546372
4813,1612.8986015403702
4814,1651.1107887497674
4815,1728.1909657258466
4816,1812.9763884315082
4817,1879.2209681340996
4818,1879.5948061658612
4819,1885.5162153223127
4820,1917.3548411483127
4821,1859.246729055903
4822,1808.4413523820126
4823,1767.5522834160674
4824,1684.7116031404173
4825,1593.6370859430333
4826,1521.8416105640736
4827,1458.2936131561348
4828,1402.6515705057896
4829,1338.5929544163248
4830,1318.9854804406045
4831,1289.3141032242863
4832,1288.9748650999572
4833,1322.4816370357903
4834,1386.763234091127
4835,1425.0833359324718
4836,1494.2732097189682
4837,1587.965307892129
4838,1678.3815697282391
4839,1721.8692991058676
4840,1778.168207414765
4841,1871.1309129529236
4842,1858.7797179024212
4843,1872.6623596041252
4844,1887.179833617213
4845,1863.4012679598227
4846,1794.6966345681549
4847,1735.1820460038107
4848,1687.0533115456876
4849,1607.820832442453
4850,1518.3728165778534
4851,1461.499077032164
4852,1377.6045618200876
4853,1323.152332909525
4854,1300.5606773072009
4855,1296.4925821298532
4856,1301.6821128695672
4857,1319.9384486707434
4858,1378.002899556292
4859,1437.870921199196
4860,1487.0259117252315
4861,1559.9691942397174
4862,1672.777453015552
4863,1700.756920889182
4864,1765.8970422763432
4865,1835.5250582244812
4866,1881.0238654550658
4867,1862.9012551492656
4868,1850.3126525705516
4869,1859.5639462351555
4870,1792.3810496542708
4871,1726.9646886685412
4872,1677.0440328371442
4873,1587.7995645951817
4874,1501.7873405024875
4875,1438.6450744522867
4876,1385.5097403039608
4877,1344.644885036794
4878,1299.9033091513909
4879,1299.8971945004557
4880,1294.0132801471664
4881,1309.3550728427
4882,1356.728817518928
4883,1437.9903557183618
4884,1477.6942842789772
4885,1551.4011156697732
4886,1643.9795480462426
4887,1728.52580419977
4888,1758.966167017308
4889,1799.5836810143621
4890,1873.5419435572298
4891,1845.873905717144
4892,1838.3526937250622
4893,1834.0453956644783
4894,1789.7543005323987
4895,1712.2380396211845
4896,1647.071773274904
