ID,Sales
4700,124.0
4701,124.0
4702,119.0
4703,119.0
4704,122.0
4705,122.0
4706,174.0
4707,174.0
4708,171.0
4709,183.0
4710,181.0
5593,143.0
5594,143.0
5595,135.0
5596,132.0
5597,101.0
5598,102.0
5599,105.0
5600,105.0
5601,101.0
5602,100.0
5603,100.0
5604,101.0
5605,101.0
5606,132.0
5607,132.0
5608,132.0
5609,127.0
5610,127.0
5611,100.0
5612,100.0
5613,99.0
5614,99.0
5615,97.0
5616,95.0
5617,95.0
5618,97.0
5619,93.0
5620,135.0
5621,142.0
5622,142.0
5623,132.0
5624,132.0
5625,102.0
5626,102.0
5627,102.0
5628,102.0
5629,103.0
5630,100.0
5631,100.0
5632,102.0
5633,102.0
5634,137.0
5635,141.0
5636,138.0
5637,132.0
5638,132.0
5639,104.0
5640,104.0
5641,104.0
5642,102.0
5643,102.0
5644,96.0
5645,96.0
5646,99.0
5647,99.0
5648,138.0
5649,138.0
5650,135.0
5651,144.0
5652,143.0
6535,154.0
6536,154.0
6537,148.0
6538,146.0
6539,117.0
6540,117.0
6541,122.0
6542,122.0
6543,117.0
6544,120.0
6545,120.0
6546,122.0
6547,122.0
6548,143.0
6549,144.0
6550,144.0
6551,140.0
6552,140.0
6553,119.0
6554,119.0
6555,118.0
6556,118.0
6557,116.0
6558,116.0
6559,116.0
6560,118.0
6561,115.0
6562,147.0
6563,158.0
6564,158.0
6565,144.0
6566,144.0
6567,116.0
6568,116.0
6569,116.0
6570,116.0
6571,116.0
6572,121.0
6573,121.0
6574,124.0
6575,124.0
6576,150.0
6577,150.0
6578,146.0
6579,149.0
6580,149.0
6581,125.0
6582,125.0
6583,125.0
6584,124.0
6585,124.0
6586,121.0
6587,121.0
6588,124.0
6589,124.0
6590,153.0
6591,153.0
6592,150.0
6593,160.0
6594,159.0
7477,170.0
7478,170.0
7479,160.0
7480,157.0
7481,114.0
7482,115.0
7483,119.0
7484,119.0
7485,114.0
7486,109.0
7487,109.0
7488,111.0
7489,111.0
7490,156.0
7491,157.0
7492,157.0
7493,150.0
7494,150.0
7495,108.0
7496,108.0
7497,107.0
7498,107.0
7499,106.0
7500,107.0
7501,107.0
7502,108.0
7503,105.0
7504,158.0
7505,170.0
7506,170.0
7507,153.0
7508,153.0
7509,115.0
7510,115.0
7511,115.0
7512,115.0
7513,115.0
7514,112.0
7515,112.0
7516,115.0
7517,115.0
7518,162.0
7519,162.0
7520,158.0
7521,158.0
7522,158.0
7523,115.0
7524,115.0
7525,115.0
7526,114.0
7527,114.0
7528,110.0
7529,110.0
7530,113.0
7531,113.0
7532,162.0
7533,162.0
7534,159.0
7535,170.0
7536,169.0
8235,133.0
8236,133.0
8237,99.0
8238,127.0
8239,91.0
8240,91.0
8241,95.0
8242,95.0
8243,91.0
8244,96.0
8245,96.0
8246,97.0
8247,97.0
8248,130.0
8249,131.0
8250,131.0
8251,126.0
8252,126.0
8253,92.0
8254,92.0
8255,92.0
8256,92.0
8257,91.0
8258,94.0
8259,94.0
8260,95.0
8261,92.0
8262,129.0
8263,137.0
8264,137.0
8265,126.0
8266,126.0
8267,94.0
8268,94.0
8269,94.0
8270,94.0
8271,92.0
8272,98.0
8273,98.0
8274,98.0
8275,98.0
8276,134.0
8277,137.0
8278,136.0
8279,129.0
8280,129.0
8281,95.0
8282,95.0
8283,95.0
8284,95.0
8285,95.0
8286,93.0
8287,93.0
8288,94.0
8289,94.0
8290,134.0
8291,134.0
8292,132.0
8293,136.0
8294,135.0
9177,134.0
9178,134.0
9179,85.0
9180,129.0
9181,81.0
9182,82.0
9183,85.0
9184,85.0
9185,81.0
9186,79.0
9187,79.0
9188,80.0
9189,80.0
9190,127.0
9191,128.0
9192,128.0
9193,117.0
9194,117.0
9195,77.0
9196,77.0
9197,77.0
9198,77.0
9199,76.0
9200,76.0
9201,76.0
9202,77.0
9203,73.0
9204,129.0
9205,138.0
9206,138.0
9207,124.0
9208,124.0
9209,81.0
9210,81.0
9211,81.0
9212,81.0
9213,81.0
9214,80.0
9215,80.0
9216,81.0
9217,81.0
9218,131.0
9219,134.0
9220,131.0
9221,121.0
9222,121.0
9223,81.0
9224,81.0
9225,81.0
9226,80.0
9227,80.0
9228,76.0
9229,76.0
9230,78.0
9231,78.0
9232,128.0
9233,128.0
9234,126.0
9235,134.0
9236,134.0
10119,163.0
10120,163.0
10121,152.0
10122,148.0
10123,111.0
10124,112.0
10125,116.0
10126,116.0
10127,111.0
10128,106.0
10129,106.0
10130,107.0
10131,107.0
10132,150.0
10133,151.0
10134,151.0
10135,148.0
10136,148.0
10137,105.0
10138,105.0
10139,104.0
10140,104.0
10141,104.0
10142,101.0
10143,101.0
10144,102.0
10145,99.0
10146,149.0
10147,158.0
10148,158.0
10149,148.0
10150,148.0
10151,110.0
10152,110.0
10153,110.0
10154,110.0
10155,110.0
10156,106.0
10157,106.0
10158,108.0
10159,108.0
10160,155.0
10161,158.0
10162,155.0
10163,150.0
10164,150.0
10165,109.0
10166,109.0
10167,109.0
10168,107.0
10169,107.0
10170,103.0
10171,103.0
10172,106.0
10173,106.0
10174,151.0
10175,151.0
10176,149.0
10177,163.0
10178,162.0
11061,152.0
11062,152.0
11063,144.0
11064,140.0
11065,104.0
11066,105.0
11067,110.0
11068,110.0
11069,105.0
11070,102.0
11071,102.0
11072,103.0
11073,103.0
11074,140.0
11075,141.0
11076,141.0
11077,139.0
11078,139.0
11079,101.0
11080,101.0
11081,100.0
11082,100.0
11083,100.0
11084,98.0
11085,98.0
11086,99.0
11087,96.0
11088,139.0
11089,148.0
11090,148.0
11091,141.0
11092,141.0
11093,107.0
11094,107.0
11095,107.0
11096,107.0
11097,107.0
11098,104.0
11099,104.0
11100,106.0
11101,106.0
11102,147.0
11103,144.0
11104,141.0
11105,145.0
11106,145.0
11107,108.0
11108,108.0
11109,108.0
11110,106.0
11111,106.0
11112,102.0
11113,102.0
11114,104.0
11115,104.0
11116,140.0
11117,140.0
11118,138.0
11119,151.0
11120,149.0
12003,173.0
12004,173.0
12005,111.0
12006,161.0
12007,110.0
12008,111.0
12009,115.0
12010,115.0
12011,110.0
12012,105.0
12013,105.0
12014,107.0
12015,107.0
12016,159.0
12017,160.0
12018,160.0
12019,154.0
12020,154.0
12021,104.0
12022,104.0
12023,103.0
12024,103.0
12025,102.0
12026,100.0
12027,100.0
12028,101.0
12029,98.0
12030,165.0
12031,174.0
12032,174.0
12033,161.0
12034,161.0
12035,106.0
12036,106.0
12037,106.0
12038,106.0
12039,106.0
12040,106.0
12041,106.0
12042,108.0
12043,108.0
12044,168.0
12045,166.0
12046,163.0
12047,161.0
12048,161.0
12049,108.0
12050,108.0
12051,108.0
12052,107.0
12053,107.0
12054,104.0
12055,104.0
12056,107.0
12057,107.0
12058,164.0
12059,164.0
12060,162.0
12061,174.0
12062,173.0
12761,131.0
12762,131.0
12763,92.0
12764,124.0
12765,81.0
12766,82.0
12767,85.0
12768,85.0
12769,81.0
12770,80.0
12771,80.0
12772,81.0
12773,81.0
12774,121.0
12775,121.0
12776,121.0
12777,113.0
12778,113.0
12779,78.0
12780,78.0
12781,78.0
12782,78.0
12783,77.0
12784,77.0
12785,77.0
12786,78.0
12787,75.0
12788,123.0
12789,129.0
12790,129.0
12791,119.0
12792,119.0
12793,82.0
12794,82.0
12795,82.0
12796,82.0
12797,81.0
12798,80.0
12799,80.0
12800,80.0
12801,80.0
12802,123.0
12803,126.0
12804,122.0
12805,118.0
12806,118.0
12807,82.0
12808,82.0
12809,82.0
12810,80.0
12811,80.0
12812,76.0
12813,76.0
12814,77.0
12815,77.0
12816,120.0
12817,120.0
12818,118.0
12819,133.0
12820,132.0
13703,217.0
13704,217.0
13705,151.0
13706,202.0
13707,146.0
13708,147.0
13709,152.0
13710,152.0
13711,147.0
13712,141.0
13713,141.0
13714,142.0
13715,142.0
13716,204.0
13717,205.0
13718,205.0
13719,195.0
13720,195.0
13721,140.0
13722,140.0
13723,139.0
13724,139.0
13725,138.0
13726,132.0
13727,132.0
13728,134.0
13729,131.0
13730,205.0
13731,216.0
13732,216.0
13733,204.0
13734,204.0
13735,146.0
13736,146.0
13737,146.0
13738,146.0
13739,146.0
13740,140.0
13741,140.0
13742,142.0
13743,142.0
13744,210.0
13745,210.0
13746,206.0
13747,203.0
13748,203.0
13749,144.0
13750,144.0
13751,144.0
13752,142.0
13753,142.0
13754,137.0
13755,137.0
13756,140.0
13757,140.0
13758,208.0
13759,208.0
13760,206.0
13761,216.0
13762,214.0
14645,201.0
14646,201.0
14647,131.0
14648,186.0
14649,125.0
14650,126.0
14651,130.0
14652,130.0
14653,126.0
14654,123.0
14655,123.0
14656,124.0
14657,124.0
14658,189.0
14659,190.0
14660,190.0
14661,177.0
14662,177.0
14663,122.0
14664,122.0
14665,122.0
14666,122.0
14667,120.0
14668,121.0
14669,121.0
14670,123.0
14671,119.0
14672,193.0
14673,194.0
14674,194.0
14675,185.0
14676,185.0
14677,132.0
14678,132.0
14679,132.0
14680,132.0
14681,132.0
14682,128.0
14683,128.0
14684,130.0
14685,130.0
14686,193.0
14687,196.0
14688,192.0
14689,179.0
14690,179.0
14691,130.0
14692,130.0
14693,130.0
14694,129.0
14695,129.0
14696,124.0
14697,124.0
14698,127.0
14699,127.0
14700,189.0
14701,189.0
14702,186.0
14703,205.0
14704,205.0
15587,150.0
15588,150.0
15589,97.0
15590,135.0
15591,91.0
15592,92.0
15593,95.0
15594,95.0
15595,91.0
15596,88.0
15597,88.0
15598,89.0
15599,89.0
15600,133.0
15601,135.0
15602,135.0
15603,124.0
15604,124.0
15605,85.0
15606,85.0
15607,86.0
15608,86.0
15609,84.0
15610,87.0
15611,87.0
15612,89.0
15613,86.0
15614,138.0
15615,142.0
15616,142.0
15617,136.0
15618,136.0
15619,94.0
15620,94.0
15621,94.0
15622,94.0
15623,95.0
15624,93.0
15625,93.0
15626,95.0
15627,95.0
15628,141.0
15629,140.0
15630,136.0
15631,129.0
15632,129.0
15633,95.0
15634,95.0
15635,95.0
15636,93.0
15637,93.0
15638,89.0
15639,89.0
15640,92.0
15641,92.0
15642,141.0
15643,141.0
15644,138.0
15645,159.0
15646,156.0
16529,154.0
16530,154.0
16531,142.0
16532,140.0
16533,101.0
16534,101.0
16535,104.0
16536,104.0
16537,101.0
16538,95.0
16539,95.0
16540,97.0
16541,97.0
16542,137.0
16543,138.0
16544,138.0
16545,135.0
16546,135.0
16547,95.0
16548,95.0
16549,94.0
16550,94.0
16551,94.0
16552,91.0
16553,90.0
16554,92.0
16555,89.0
16556,137.0
16557,143.0
16558,143.0
16559,138.0
16560,138.0
16561,101.0
16562,101.0
16563,101.0
16564,101.0
16565,103.0
16566,97.0
16567,97.0
16568,100.0
16569,100.0
16570,142.0
16571,140.0
16572,137.0
16573,141.0
16574,141.0
16575,102.0
16576,102.0
16577,102.0
16578,100.0
16579,100.0
16580,96.0
16581,96.0
16582,98.0
16583,98.0
16584,136.0
16585,136.0
16586,134.0
16587,151.0
16588,149.0
17471,180.0
17472,180.0
17473,172.0
17474,169.0
17475,129.0
17476,130.0
17477,134.0
17478,134.0
17479,129.0
17480,126.0
17481,126.0
17482,127.0
17483,127.0
17484,164.0
17485,165.0
17486,165.0
17487,160.0
17488,160.0
17489,123.0
17490,123.0
17491,122.0
17492,122.0
17493,121.0
17494,122.0
17495,122.0
17496,124.0
17497,122.0
17498,171.0
17499,176.0
17500,176.0
17501,167.0
17502,167.0
17503,131.0
17504,131.0
17505,131.0
17506,131.0
17507,131.0
17508,128.0
17509,128.0
17510,131.0
17511,131.0
17512,166.0
17513,166.0
17514,163.0
17515,163.0
17516,163.0
17517,129.0
17518,129.0
17519,129.0
17520,127.0
17521,127.0
17522,123.0
17523,123.0
17524,127.0
17525,127.0
17526,163.0
17527,163.0
17528,160.0
17529,177.0
17530,175.0
18413,200.0
18414,200.0
18415,138.0
18416,183.0
18417,136.0
18418,137.0
18419,141.0
18420,141.0
18421,136.0
18422,129.0
18423,129.0
18424,131.0
18425,131.0
18426,180.0
18427,181.0
18428,181.0
18429,179.0
18430,179.0
18431,129.0
18432,129.0
18433,128.0
18434,128.0
18435,128.0
18436,124.0
18437,124.0
18438,125.0
18439,122.0
18440,183.0
18441,191.0
18442,191.0
18443,183.0
18444,183.0
18445,137.0
18446,137.0
18447,137.0
18448,137.0
18449,138.0
18450,133.0
18451,133.0
18452,134.0
18453,134.0
18454,190.0
18455,183.0
18456,180.0
18457,188.0
18458,188.0
18459,135.0
18460,135.0
18461,135.0
18462,134.0
18463,134.0
18464,130.0
18465,130.0
18466,133.0
18467,133.0
18468,179.0
18469,179.0
18470,177.0
18471,197.0
18472,195.0
19355,187.0
19356,187.0
19357,175.0
19358,172.0
19359,128.0
19360,129.0
19361,133.0
19362,133.0
19363,128.0
19364,123.0
19365,123.0
19366,124.0
19367,124.0
19368,168.0
19369,169.0
19370,169.0
19371,165.0
19372,165.0
19373,121.0
19374,121.0
19375,120.0
19376,120.0
19377,119.0
19378,118.0
19379,118.0
19380,120.0
19381,117.0
19382,172.0
19383,178.0
19384,178.0
19385,172.0
19386,172.0
19387,129.0
19388,129.0
19389,129.0
19390,129.0
19391,129.0
19392,125.0
19393,125.0
19394,128.0
19395,128.0
19396,172.0
19397,173.0
19398,170.0
19399,168.0
19400,168.0
19401,126.0
19402,126.0
19403,126.0
19404,124.0
19405,124.0
19406,119.0
19407,119.0
19408,123.0
19409,123.0
19410,172.0
19411,172.0
19412,169.0
19413,182.0
19414,181.0
20297,146.0
20298,146.0
20299,96.0
20300,139.0
20301,92.0
20302,92.0
20303,96.0
20304,96.0
20305,91.0
20306,89.0
20307,89.0
20308,90.0
20309,90.0
20310,139.0
20311,140.0
20312,140.0
20313,131.0
20314,131.0
20315,88.0
20316,88.0
20317,87.0
20318,87.0
20319,86.0
20320,86.0
20321,86.0
20322,87.0
20323,84.0
20324,138.0
20325,145.0
20326,145.0
20327,141.0
20328,141.0
20329,92.0
20330,92.0
20331,92.0
20332,92.0
20333,92.0
20334,90.0
20335,90.0
20336,91.0
20337,91.0
20338,146.0
20339,146.0
20340,142.0
20341,136.0
20342,136.0
20343,93.0
20344,93.0
20345,93.0
20346,92.0
20347,92.0
20348,87.0
20349,87.0
20350,89.0
20351,89.0
20352,144.0
20353,144.0
20354,141.0
20355,149.0
20356,149.0
21239,176.0
21240,176.0
21241,112.0
21242,161.0
21243,105.0
21244,106.0
21245,110.0
21246,110.0
21247,105.0
21248,104.0
21249,104.0
21250,106.0
21251,106.0
21252,161.0
21253,162.0
21254,162.0
21255,146.0
21256,146.0
21257,102.0
21258,102.0
21259,101.0
21260,101.0
21261,100.0
21262,102.0
21263,102.0
21264,104.0
21265,101.0
21266,169.0
21267,171.0
21268,171.0
21269,163.0
21270,163.0
21271,109.0
21272,109.0
21273,109.0
21274,109.0
21275,108.0
21276,109.0
21277,109.0
21278,111.0
21279,111.0
21280,169.0
21281,170.0
21282,167.0
21283,155.0
21284,155.0
21285,110.0
21286,110.0
21287,110.0
21288,109.0
21289,109.0
21290,103.0
21291,103.0
21292,105.0
21293,105.0
21294,168.0
21295,168.0
21296,165.0
21297,180.0
21298,179.0
22181,173.0
22182,173.0
22183,118.0
22184,159.0
22185,119.0
22186,119.0
22187,124.0
22188,124.0
22189,119.0
22190,114.0
22191,114.0
22192,116.0
22193,116.0
22194,160.0
22195,160.0
22196,160.0
22197,158.0
22198,158.0
22199,113.0
22200,113.0
22201,113.0
22202,113.0
22203,112.0
22204,110.0
22205,110.0
22206,111.0
22207,108.0
22208,161.0
22209,171.0
22210,171.0
22211,159.0
22212,159.0
22213,119.0
22214,119.0
22215,119.0
22216,119.0
22217,120.0
22218,117.0
22219,117.0
22220,117.0
22221,117.0
22222,165.0
22223,167.0
22224,164.0
22225,160.0
22226,160.0
22227,118.0
22228,118.0
22229,118.0
22230,116.0
22231,116.0
22232,111.0
22233,111.0
22234,114.0
22235,114.0
22236,161.0
22237,161.0
22238,159.0
22239,169.0
22240,168.0
23123,169.0
23124,169.0
23125,161.0
23126,159.0
23127,111.0
23128,112.0
23129,115.0
23130,115.0
23131,111.0
23132,108.0
23133,108.0
23134,110.0
23135,110.0
23136,160.0
23137,161.0
23138,161.0
23139,151.0
23140,151.0
23141,106.0
23142,106.0
23143,106.0
23144,106.0
23145,105.0
23146,105.0
23147,105.0
23148,106.0
23149,103.0
23150,164.0
23151,168.0
23152,168.0
23153,155.0
23154,155.0
23155,112.0
23156,112.0
23157,112.0
23158,112.0
23159,111.0
23160,108.0
23161,108.0
23162,110.0
23163,110.0
23164,162.0
23165,163.0
23166,160.0
23167,153.0
23168,153.0
23169,109.0
23170,109.0
23171,109.0
23172,108.0
23173,108.0
23174,106.0
23175,106.0
23176,109.0
23177,109.0
23178,162.0
23179,162.0
23180,158.0
23181,167.0
23182,166.0
24065,164.0
24066,164.0
24067,154.0
24068,152.0
24069,110.0
24070,110.0
24071,113.0
24072,113.0
24073,109.0
24074,103.0
24075,103.0
24076,105.0
24077,105.0
24078,149.0
24079,149.0
24080,149.0
24081,142.0
24082,142.0
24083,103.0
24084,103.0
24085,103.0
24086,103.0
24087,102.0
24088,100.0
24089,100.0
24090,102.0
24091,98.0
24092,155.0
24093,160.0
24094,160.0
24095,151.0
24096,151.0
24097,109.0
24098,109.0
24099,109.0
24100,109.0
24101,109.0
24102,105.0
24103,105.0
24104,106.0
24105,106.0
24106,155.0
24107,157.0
24108,152.0
24109,146.0
24110,146.0
24111,107.0
24112,107.0
24113,107.0
24114,106.0
24115,106.0
24116,100.0
24117,100.0
24118,103.0
24119,103.0
24120,154.0
24121,154.0
24122,152.0
24123,160.0
24124,160.0
25007,218.0
25008,218.0
25009,151.0
25010,197.0
25011,152.0
25012,153.0
25013,155.0
25014,155.0
25015,152.0
25016,140.0
25017,140.0
25018,141.0
25019,141.0
25020,193.0
25021,194.0
25022,194.0
25023,193.0
25024,193.0
25025,140.0
25026,140.0
25027,139.0
25028,139.0
25029,138.0
25030,132.0
25031,132.0
25032,135.0
25033,131.0
25034,192.0
25035,199.0
25036,199.0
25037,197.0
25038,197.0
25039,152.0
25040,152.0
25041,152.0
25042,152.0
25043,153.0
25044,143.0
25045,143.0
25046,144.0
25047,144.0
25048,198.0
25049,196.0
25050,193.0
25051,198.0
25052,198.0
25053,147.0
25054,147.0
25055,147.0
25056,145.0
25057,145.0
25058,139.0
25059,139.0
25060,142.0
25061,142.0
25062,190.0
25063,190.0
25064,188.0
25065,211.0
25066,208.0
25949,183.0
25950,183.0
25951,137.0
25952,169.0
25953,133.0
25954,134.0
25955,138.0
25956,138.0
25957,133.0
25958,126.0
25959,126.0
25960,128.0
25961,128.0
25962,169.0
25963,169.0
25964,169.0
25965,166.0
25966,166.0
25967,125.0
25968,125.0
25969,125.0
25970,125.0
25971,124.0
25972,119.0
25973,119.0
25974,121.0
25975,118.0
25976,170.0
25977,175.0
25978,175.0
25979,169.0
25980,169.0
25981,133.0
25982,133.0
25983,133.0
25984,133.0
25985,133.0
25986,126.0
25987,126.0
25988,127.0
25989,127.0
25990,173.0
25991,171.0
25992,169.0
25993,168.0
25994,168.0
25995,128.0
25996,128.0
25997,128.0
25998,127.0
25999,127.0
26000,121.0
26001,121.0
26002,125.0
26003,125.0
26004,168.0
26005,168.0
26006,166.0
26007,178.0
26008,177.0
26707,212.0
26708,212.0
26709,146.0
26710,196.0
26711,139.0
26712,139.0
26713,144.0
26714,144.0
26715,139.0
26716,137.0
26717,137.0
26718,139.0
26719,139.0
26720,191.0
26721,191.0
26722,191.0
26723,187.0
26724,187.0
26725,135.0
26726,135.0
26727,135.0
26728,135.0
26729,133.0
26730,132.0
26731,132.0
26732,134.0
26733,132.0
26734,197.0
26735,203.0
26736,203.0
26737,193.0
26738,193.0
26739,141.0
26740,141.0
26741,141.0
26742,141.0
26743,139.0
26744,137.0
26745,137.0
26746,139.0
26747,139.0
26748,194.0
26749,197.0
26750,194.0
26751,190.0
26752,190.0
26753,137.0
26754,137.0
26755,137.0
26756,136.0
26757,136.0
26758,137.0
26759,137.0
26760,139.0
26761,139.0
26762,191.0
26763,191.0
26764,188.0
26765,207.0
26766,207.0
27649,158.0
27650,158.0
27651,151.0
27652,148.0
27653,100.0
27654,101.0
27655,103.0
27656,103.0
27657,100.0
27658,94.0
27659,94.0
27660,95.0
27661,95.0
27662,146.0
27663,147.0
27664,147.0
27665,137.0
27666,137.0
27667,96.0
27668,96.0
27669,94.0
27670,94.0
27671,94.0
27672,89.0
27673,89.0
27674,90.0
27675,87.0
27676,148.0
27677,156.0
27678,156.0
27679,149.0
27680,149.0
27681,104.0
27682,104.0
27683,104.0
27684,104.0
27685,106.0
27686,100.0
27687,100.0
27688,102.0
27689,102.0
27690,156.0
27691,157.0
27692,153.0
27693,152.0
27694,152.0
27695,106.0
27696,106.0
27697,106.0
27698,104.0
27699,104.0
27700,99.0
27701,99.0
27702,102.0
27703,102.0
27704,155.0
27705,155.0
27706,152.0
27707,165.0
27708,161.0
28591,165.0
28592,165.0
28593,115.0
28594,155.0
28595,108.0
28596,109.0
28597,112.0
28598,112.0
28599,108.0
28600,103.0
28601,103.0
28602,105.0
28603,105.0
28604,153.0
28605,154.0
28606,154.0
28607,147.0
28608,147.0
28609,102.0
28610,102.0
28611,102.0
28612,102.0
28613,100.0
28614,100.0
28615,100.0
28616,102.0
28617,98.0
28618,158.0
28619,165.0
28620,165.0
28621,152.0
28622,152.0
28623,107.0
28624,107.0
28625,107.0
28626,107.0
28627,106.0
28628,104.0
28629,104.0
28630,106.0
28631,106.0
28632,159.0
28633,161.0
28634,157.0
28635,150.0
28636,150.0
28637,105.0
28638,105.0
28639,105.0
28640,104.0
28641,104.0
28642,101.0
28643,101.0
28644,104.0
28645,104.0
28646,159.0
28647,159.0
28648,156.0
28649,163.0
28650,162.0
29533,194.0
29534,194.0
29535,133.0
29536,175.0
29537,136.0
29538,136.0
29539,140.0
29540,140.0
29541,136.0
29542,128.0
29543,128.0
29544,130.0
29545,130.0
29546,173.0
29547,174.0
29548,174.0
29549,172.0
29550,172.0
29551,127.0
29552,127.0
29553,127.0
29554,127.0
29555,127.0
29556,121.0
29557,121.0
29558,122.0
29559,119.0
29560,173.0
29561,179.0
29562,179.0
29563,174.0
29564,174.0
29565,132.0
29566,132.0
29567,132.0
29568,132.0
29569,134.0
29570,129.0
29571,129.0
29572,131.0
29573,131.0
29574,176.0
29575,173.0
29576,171.0
29577,175.0
29578,175.0
29579,132.0
29580,132.0
29581,132.0
29582,131.0
29583,131.0
29584,126.0
29585,126.0
29586,128.0
29587,128.0
29588,168.0
29589,168.0
29590,166.0
29591,184.0
29592,182.0
30291,202.0
30292,202.0
30293,125.0
30294,192.0
30295,123.0
30296,124.0
30297,127.0
30298,127.0
30299,123.0
30300,116.0
30301,116.0
30302,117.0
30303,117.0
30304,190.0
30305,191.0
30306,191.0
30307,187.0
30308,187.0
30309,115.0
30310,115.0
30311,114.0
30312,114.0
30313,114.0
30314,111.0
30315,111.0
30316,111.0
30317,109.0
30318,191.0
30319,197.0
30320,197.0
30321,192.0
30322,192.0
30323,122.0
30324,122.0
30325,122.0
30326,122.0
30327,124.0
30328,117.0
30329,117.0
30330,118.0
30331,118.0
30332,196.0
30333,197.0
30334,194.0
30335,195.0
30336,195.0
30337,120.0
30338,120.0
30339,120.0
30340,118.0
30341,118.0
30342,116.0
30343,116.0
30344,118.0
30345,118.0
30346,196.0
30347,196.0
30348,194.0
30349,204.0
30350,203.0
31233,175.0
31234,175.0
31235,165.0
31236,162.0
31237,107.0
31238,107.0
31239,111.0
31240,111.0
31241,107.0
31242,101.0
31243,101.0
31244,103.0
31245,103.0
31246,163.0
31247,163.0
31248,163.0
31249,149.0
31250,149.0
31251,100.0
31252,100.0
31253,99.0
31254,99.0
31255,99.0
31256,95.0
31257,95.0
31258,97.0
